invoice_id,invoice_date,invoice_cus_id,invoice_amount
2021020600200062,2021/2/6 18:59,701000040,42
2021020600200063,2021/2/6 19:06,701000041,440
2021020600200064,2021/2/6 19:36,701000042,40
2021020600200065,2021/2/6 19:38,701000043,120
2021020600200066,2021/2/6 19:45,701000044,207
2021020600200067,2021/2/6 19:50,701000045,95
2021020600200068,2021/2/6 19:57,701000046,100
2021020600200069,2021/2/6 20:04,201000002,670
2021020600200070,2021/2/6 21:15,701000047,57
2021020900200001,2021/2/9 09:01,701000048,250
2021020900200002,2021/2/9 10:03,701000050,40
2021020900200003,2021/2/9 10:30,701000010,180
2021020900200004,2021/2/9 10:46,701000051,200
2021020900200005,2021/2/9 10:58,701000010,172
2021020900200006,2021/2/9 11:53,701000052,700
2021020900200007,2021/2/9 12:58,701000053,56
2021020900200008,2021/2/9 13:07,701000054,420
2021020900200009,2021/2/9 13:13,701000055,30
2021020900200010,2021/2/9 13:25,701000056,1500
2021020900200011,2021/2/9 13:26,701000057,235
2021020900200012,2021/2/9 13:31,701000058,500
2021020900200013,2021/2/9 13:33,701000010,5
2021020900200014,2021/2/9 13:59,701000059,89
2021020900200015,2021/2/9 14:08,701000060,60
2021020900200016,2021/2/9 14:21,701000061,188
2021020900200017,2021/2/9 15:29,701000064,45
2021020900200018,2021/2/9 15:44,701000065,98
2021020900200019,2021/2/9 15:50,701000014,30
2021020900200020,2021/2/9 15:59,701000067,114
2021020900200021,2021/2/9 16:18,701000068,900
2021020900200022,2021/2/9 17:17,701000069,360
2021020900200023,2021/2/9 17:26,701000070,270
2021020900200024,2021/2/9 17:33,701000010,100
2021020900200025,2021/2/9 18:33,701000004,70
2021020900200026,2021/2/9 18:53,701000071,225
2021020900200027,2021/2/9 19:30,701000072,350
2021020900200028,2021/2/9 19:52,701000073,400
2021020900200029,2021/2/9 20:02,701000010,132
2021020900200030,2021/2/9 20:05,701000074,230
2021020900200031,2021/2/9 20:58,701000075,80
2021020900200032,2021/2/9 21:08,701000076,45
2021020900200033,2021/2/9 21:16,701000073,600
2021020900200034,2021/2/9 21:25,701000077,120
2021021000200001,2021/2/10 09:52,701000078,180
2021021000200002,2021/2/10 10:00,701000010,380
2021021000200003,2021/2/10 10:41,701000081,215
2021021000200004,2021/2/10 10:45,701000002,2082
2021021000200005,2021/2/10 10:55,701000082,42
2021021000200006,2021/2/10 10:59,701000083,210
2021021000200007,2021/2/10 11:02,701000083,100
2021021000200008,2021/2/10 11:12,701000083,0
2021021000200009,2021/2/10 12:02,701000084,93
2021021000200010,2021/2/10 12:07,701000085,30
2021021000200011,2021/2/10 12:10,701000084,-9
2021021000200012,2021/2/10 12:14,701000086,114
2021021000200013,2021/2/10 12:29,701000084,9
2021021000200014,2021/2/10 12:41,701000087,9
2021021000200015,2021/2/10 12:47,701000010,530
2021021000200016,2021/2/10 12:49,701000088,200
2021021000200017,2021/2/10 12:53,701000089,28
2021021000200018,2021/2/10 13:17,701000080,1080
2021021000200019,2021/2/10 13:18,701000090,360
2021021000200020,2021/2/10 13:19,701000091,465
2021021000200021,2021/2/10 13:38,701000092,84
2021021000200022,2021/2/10 14:22,701000093,240
2021021000200023,2021/2/10 14:26,701000094,360
2021021000200024,2021/2/10 14:28,701000010,50
2021021000200025,2021/2/10 14:33,701000095,18
2021021000200026,2021/2/10 15:09,701000097,52
2021021000200027,2021/2/10 15:13,701000098,475
2021021000200028,2021/2/10 15:16,701000010,173
2021021000200029,2021/2/10 16:00,701000010,45
2021021000200030,2021/2/10 16:05,701000101,42
2021021000200031,2021/2/10 17:07,701000102,690
2021021000200032,2021/2/10 17:12,701000010,505
2021021000200033,2021/2/10 17:16,701000103,72
2021021000200034,2021/2/10 17:22,701000104,95
2021021000200035,2021/2/10 17:25,701000104,132
2021021000200036,2021/2/10 17:54,701000105,180
2021021000200037,2021/2/10 18:06,701000107,150
2021021000200038,2021/2/10 18:09,701000108,138
2021021000200039,2021/2/10 18:29,701000109,800
2021021000200040,2021/2/10 18:33,701000010,315
2021021000200041,2021/2/10 18:39,701000110,620
2021021000200042,2021/2/10 19:01,701000111,150
2021021000200043,2021/2/10 19:11,701000010,60
2021021000200044,2021/2/10 19:13,701000112,60
2021021000200045,2021/2/10 19:24,701000010,200
2021021000200046,2021/2/10 19:34,701000001,92
2021021000200047,2021/2/10 19:36,701000113,475
2021021000200048,2021/2/10 19:47,701000114,120
2021021000200049,2021/2/10 20:26,701000115,37
2021021000200050,2021/2/10 20:57,701000062,99
2021021500200001,2021/2/15 09:56,701000116,180
2021021500200002,2021/2/15 10:06,701000117,194
2021021500200003,2021/2/15 10:12,701000010,20
2021021500200004,2021/2/15 10:30,701000118,420
2021021500200005,2021/2/15 11:26,701000119,91
2021021500200006,2021/2/15 12:01,701000010,20
2021021500200007,2021/2/15 13:01,701000120,210
2021021500200008,2021/2/15 13:13,701000061,78
2021021500200009,2021/2/15 13:22,701000010,15
2021021500200010,2021/2/15 13:23,701000121,299
2021021500200011,2021/2/15 13:31,701000010,10
2021021500200012,2021/2/15 13:34,701000010,2650
2021021500200013,2021/2/15 15:47,701000010,2200
2021021500200014,2021/2/15 16:03,701000122,374
2021021500200015,2021/2/15 16:07,701000122,190
2021021500200016,2021/2/15 16:17,201000002,488
2021021500200017,2021/2/15 16:52,701000123,375
2021021500200018,2021/2/15 16:55,701000124,30
2021021500200019,2021/2/15 16:56,701000123,140
2021021500200020,2021/2/15 17:19,701000048,150
2021021500200021,2021/2/15 17:22,701000125,400
2021021500200022,2021/2/15 18:13,701000127,146
2021021500200023,2021/2/15 18:39,701000128,80
2021021500200024,2021/2/15 18:39,701000129,89
2021021500200025,2021/2/15 18:40,701000010,57
2021021500200026,2021/2/15 18:46,701000130,470
2021021500200027,2021/2/15 18:57,701000010,40
2021021500200028,2021/2/15 19:33,701000071,0
2021021500200029,2021/2/15 21:05,701000002,60
2021021600200001,2021/2/16 10:24,701000132,200
2021021600200002,2021/2/16 10:29,701000133,95
2021021600200003,2021/2/16 11:03,701000134,110
2021021600200004,2021/2/16 11:20,701000010,945
2021021600200005,2021/2/16 11:21,701000135,30
2021021600200006,2021/2/16 12:13,701000059,20
2021021600200007,2021/2/16 12:32,701000010,40
2021021600200008,2021/2/16 12:42,701000138,159
2021021600200009,2021/2/16 13:13,701000010,154
2021021600200010,2021/2/16 13:14,701000010,40
2021021600200011,2021/2/16 13:26,701000010,160
2021021600200012,2021/2/16 13:38,701000071,385
2021021600200013,2021/2/16 13:40,701000139,450
2021021600200014,2021/2/16 14:07,701000140,784
2021021600200015,2021/2/16 14:10,701000010,-784
2021021600200016,2021/2/16 14:19,701000010,5
2021021600200017,2021/2/16 14:24,701000010,70
2021021600200018,2021/2/16 14:28,701000142,265
2021021600200019,2021/2/16 14:28,701000010,15
2021021600200020,2021/2/16 14:41,701000143,580
2021021600200021,2021/2/16 14:41,701000010,40
2021021600200022,2021/2/16 14:51,701000144,130
2021021600200023,2021/2/16 14:54,701000145,150
2021021600200024,2021/2/16 15:36,701000147,50
2021021600200025,2021/2/16 15:49,701000148,110
2021021600200026,2021/2/16 16:49,701000149,100
2021021600200027,2021/2/16 17:08,701000150,83
2021021600200028,2021/2/16 17:22,701000010,192
2021021600200029,2021/2/16 17:32,701000152,95
2021021600200030,2021/2/16 17:35,701000152,100
2021021600200031,2021/2/16 17:53,701000153,90
2021021600200032,2021/2/16 17:55,701000154,150
2021021600200033,2021/2/16 17:59,701000154,800
2021021600200034,2021/2/16 18:06,701000155,250
2021021600200035,2021/2/16 18:12,701000156,1230
2021021600200036,2021/2/16 18:25,701000157,99
2021021600200037,2021/2/16 18:37,701000158,95
2021021600200038,2021/2/16 18:51,701000158,1650
2021021600200039,2021/2/16 18:56,701000010,95
2021021600200040,2021/2/16 19:26,701000160,230
2021021600200041,2021/2/16 19:38,701000161,800
2021021600200042,2021/2/16 19:43,701000161,180
2021021600200043,2021/2/16 19:49,701000162,185
2021021600200044,2021/2/16 19:54,701000163,108
2021021600200045,2021/2/16 20:12,701000010,120
2021021600200046,2021/2/16 20:30,701000164,40
2021021700200001,2021/2/17 09:45,701000010,110
2021021700200002,2021/2/17 09:48,701000165,335
2021021700200003,2021/2/17 10:00,701000166,35
2021021700200004,2021/2/17 10:29,701000167,1200
2021021700200005,2021/2/17 10:47,701000010,89
2021021700200006,2021/2/17 11:50,701000168,80
2021021700200007,2021/2/17 12:46,701000169,79
2021021700200008,2021/2/17 12:53,701000171,80
2021021700200009,2021/2/17 13:39,701000172,400
2021021700200010,2021/2/17 14:40,701000173,195
2021021700200011,2021/2/17 14:41,701000174,10
2021021700200012,2021/2/17 14:46,701000175,235
2021021700200013,2021/2/17 14:55,701000176,480
2021021700200014,2021/2/17 15:09,701000177,150
2021021700200015,2021/2/17 15:22,701000178,1260
2021021700200016,2021/2/17 15:34,701000179,190
2021021700200017,2021/2/17 16:20,701000003,1110
2021021700200018,2021/2/17 16:30,701000010,105
2021021700200019,2021/2/17 16:35,701000001,1250
2021021700200020,2021/2/17 17:24,701000010,9
2021021700200021,2021/2/17 17:29,701000180,89
2021021700200022,2021/2/17 17:37,701000181,190
2021021700200023,2021/2/17 18:01,201000002,1680
2021021700200024,2021/2/17 18:23,701000182,20
2021021700200025,2021/2/17 18:29,701000183,160
2021021700200026,2021/2/17 18:41,701000184,42
2021021700200027,2021/2/17 18:46,701000185,380
2021021700200028,2021/2/17 18:54,701000010,285
2021021700200029,2021/2/17 19:00,701000010,20
2021021700200030,2021/2/17 19:10,701000163,80
2021021700200031,2021/2/17 19:50,701000188,110
2021021700200032,2021/2/17 19:51,701000189,633
2021021700200033,2021/2/17 19:53,701000129,89
2021021700200034,2021/2/17 20:01,701000010,45
2021021700200035,2021/2/17 20:02,701000190,20
2021021700200036,2021/2/17 20:17,701000191,17
2021021700200037,2021/2/17 20:21,701000010,70
2021021700200038,2021/2/17 20:30,701000192,80
2021021700200039,2021/2/17 20:43,701000193,52
2021021700200040,2021/2/17 20:52,701000001,15
2021021700200041,2021/2/17 21:08,701000194,110
2021021700200042,2021/2/17 21:14,701000195,240
2021021700200043,2021/2/17 21:16,701000195,160
2021021700200044,2021/2/17 21:23,701000196,220
2021021700200045,2021/2/17 21:27,701000196,-220
2021021700200046,2021/2/17 21:33,701000197,100
2021021800200001,2021/2/18 09:02,701000198,58
2021021800200002,2021/2/18 09:16,701000199,150
2021021800200003,2021/2/18 09:46,701000043,255
2021021800200004,2021/2/18 09:52,701000200,5
2021021800200005,2021/2/18 10:03,701000103,410
2021021800200006,2021/2/18 10:07,701000202,476
2021021800200007,2021/2/18 11:02,701000203,94
2021021800200008,2021/2/18 12:16,701000010,9
2021021800200009,2021/2/18 12:23,701000010,35
2021021800200010,2021/2/18 12:31,701000010,5
2021021800200011,2021/2/18 12:33,701000010,47
2021021800200012,2021/2/18 12:37,701000206,418
2021021800200013,2021/2/18 14:03,701000010,100
2021021800200014,2021/2/18 14:30,701000207,100
2021021800200015,2021/2/18 15:07,701000208,40
2021021800200016,2021/2/18 15:38,701000209,255
2021021800200017,2021/2/18 16:10,701000010,430
2021021800200018,2021/2/18 16:27,701000211,56
2021021800200019,2021/2/18 16:31,701000212,520
2021021800200020,2021/2/18 17:00,701000213,200
2021021800200021,2021/2/18 17:04,701000214,42
2021021800200022,2021/2/18 17:22,701000215,191
2021021800200023,2021/2/18 17:31,201000002,565
2021021800200024,2021/2/18 17:34,701000010,100
2021021800200025,2021/2/18 17:36,701000216,40
2021021800200026,2021/2/18 17:48,701000010,95
2021021800200027,2021/2/18 18:20,701000218,129
2021021800200028,2021/2/18 18:30,701000219,290
2021021800200029,2021/2/18 18:33,701000220,95
2021021800200030,2021/2/18 19:11,701000221,229
2021021800200031,2021/2/18 19:19,701000222,225
2021021800200032,2021/2/18 19:22,701000223,1150
2021021800200033,2021/2/18 19:39,701000224,45
2021021800200034,2021/2/18 19:50,701000225,210
2021021800200035,2021/2/18 19:53,701000226,90
2021021800200036,2021/2/18 20:11,701000227,2800
2021021800200037,2021/2/18 20:38,701000010,5
2021021800200038,2021/2/18 21:17,701000229,100
2021021800200039,2021/2/18 21:32,701000230,120
2021021800200040,2021/2/18 21:34,701000231,80
2021021900200001,2021/2/19 09:05,701000232,200
2021021900200002,2021/2/19 09:21,701000010,120
2021021900200003,2021/2/19 09:54,701000233,190
2021021900200004,2021/2/19 10:14,701000025,262
2021021900200005,2021/2/19 10:21,701000010,20
2021021900200006,2021/2/19 10:23,701000235,270
2021021900200007,2021/2/19 10:39,701000236,95
2021021900200008,2021/2/19 10:49,701000010,95
2021021900200009,2021/2/19 10:49,701000010,40
2021021900200010,2021/2/19 12:03,701000239,315
2021021900200011,2021/2/19 12:15,701000240,80
2021021900200012,2021/2/19 12:18,701000241,56
2021021900200013,2021/2/19 12:30,701000242,440
2021021900200014,2021/2/19 12:33,701000010,28
2021021900200015,2021/2/19 12:35,701000010,10
2021021900200016,2021/2/19 12:36,701000244,310
2021021900200017,2021/2/19 12:57,701000246,155
2021021900200018,2021/2/19 13:07,701000247,40
JH28944500,2021/2/19 13:22,701000010,784
JH28944501,2021/2/19 13:24,701000010,784
2021021900200021,2021/2/19 13:25,701000010,-784
JH28944502,2021/2/19 13:28,701000131,465
JH28944503,2021/2/19 13:29,701000049,455
JH28944504,2021/2/19 13:30,701000034,402
JH28944505,2021/2/19 13:32,701000009,105
JH28944506,2021/2/19 13:35,701000017,509
JH28944507,2021/2/19 13:36,701000196,220
JH28944508,2021/2/19 13:38,701000205,2053
JH28944509,2021/2/19 14:01,701000248,270
JH28944510,2021/2/19 14:24,701000233,65
JH28944511,2021/2/19 14:45,701000165,100
JH28944750,2021/2/19 15:11,701000250,120
2021021900200033,2021/2/19 15:19,701000003,48
JH28944751,2021/2/19 15:37,701000251,143
2021021900200035,2021/2/19 16:50,701000010,5
2021021900200036,2021/2/19 16:58,701000001,13
JH28944752,2021/2/19 17:21,701000252,105
JH28944753,2021/2/19 17:22,701000252,90
JH28944754,2021/2/19 17:24,701000253,95
JH28944755,2021/2/19 17:40,701000010,18
JH28944756,2021/2/19 17:41,701000254,40
JH28944757,2021/2/19 17:57,701000255,40
JH28944758,2021/2/19 18:42,701000257,105
JH28944759,2021/2/19 19:16,701000221,114
JH28944760,2021/2/19 19:46,701000261,260
JH28944761,2021/2/19 19:47,701000260,250
JH28944762,2021/2/19 19:54,701000262,18
JH28944763,2021/2/19 20:00,701000263,180
JH28944764,2021/2/19 20:23,701000264,35
JH28944765,2021/2/19 20:24,701000265,210
JH28944766,2021/2/19 20:52,701000266,57
JH28944767,2021/2/19 20:58,701000267,19
JH28944768,2021/2/19 21:16,701000268,2542
JH28944769,2021/2/19 21:35,701000010,40
JH28944770,2021/2/19 21:36,701000269,100
2021021900200056,2021/2/19 21:40,701000001,362
2021021900200057,2021/2/19 21:42,701000004,88
JH28944771,2021/2/20 11:12,701000010,270
JH28944772,2021/2/20 11:25,701000272,20
JH28944773,2021/2/20 11:27,701000271,43
2021022000200007,2021/2/20 11:15,701000010,-70
2021022000200008,2021/2/20 11:16,701000271,-43
2021022000200009,2021/2/20 11:17,701000271,-43
2021022000200010,2021/2/20 11:17,701000271,-749
2021022000200011,2021/2/20 11:18,701000010,-270
2021022000200012,2021/2/20 11:18,701000010,-270
JH28944774,2021/2/20 11:27,701000271,450
JH28944775,2021/2/20 11:27,701000271,299
2021022000200017,2021/2/20 11:28,701000010,70
JH28944776,2021/2/20 11:58,701000010,270
JH28944777,2021/2/20 12:02,701000273,150
JH28944778,2021/2/20 12:34,701000276,69
JH28944779,2021/2/20 12:40,701000277,500
JH28944780,2021/2/20 12:41,201000002,500
JH28944781,2021/2/20 12:48,701000279,233
JH28944782,2021/2/20 13:43,701000103,800
JH28944783,2021/2/20 13:55,701000140,28
JH28944784,2021/2/20 14:03,701000281,990
JH28944785,2021/2/20 14:08,701000282,750
JH28944786,2021/2/20 14:10,701000010,85
JH28944787,2021/2/20 14:26,701000283,280
JH28944788,2021/2/20 14:30,701000010,112
JH28944789,2021/2/20 14:46,701000284,118
JH28944790,2021/2/20 14:58,701000285,180
JH28944791,2021/2/20 15:06,701000286,40
2021022000200034,2021/2/20 15:20,701000010,10
JH28944792,2021/2/20 15:30,701000010,57
JH28944793,2021/2/20 16:25,701000289,20
JH28944794,2021/2/20 16:25,701000290,180
JH28944795,2021/2/20 16:29,701000292,250
JH28944796,2021/2/20 16:42,701000265,230
JH28944797,2021/2/20 16:46,701000293,10
JH28944798,2021/2/20 16:48,701000294,288
JH28944799,2021/2/20 16:49,701000295,74
JH28944800,2021/2/20 16:52,701000296,38
2021022000200044,2021/2/20 17:09,701000010,30
JH28944801,2021/2/20 17:22,701000297,30
JH28944802,2021/2/20 17:28,701000190,413
JH28944803,2021/2/20 17:36,701000299,115
JH28944804,2021/2/20 17:38,701000300,80
JH28944805,2021/2/20 17:39,701000010,60
JH28944806,2021/2/20 17:43,701000010,56
2021022000200051,2021/2/20 18:13,701000001,930
JH28944807,2021/2/20 18:19,701000302,80
JH28944808,2021/2/20 18:38,701000303,980
JH28944809,2021/2/20 18:43,701000010,70
JH28944810,2021/2/20 18:47,701000304,30
JH28944811,2021/2/20 18:53,701000305,20
JH28944812,2021/2/20 18:57,701000306,80
JH28944813,2021/2/20 19:20,701000307,50
JH28944814,2021/2/20 19:33,701000010,20
JH28944815,2021/2/20 19:40,701000308,621
JH28944816,2021/2/20 20:02,701000309,1180
2021022000200062,2021/2/20 20:12,701000010,100
JH28944817,2021/2/20 20:42,701000310,335
JH28944818,2021/2/20 20:53,701000102,1463
JH28944819,2021/2/20 20:56,701000266,1287
JH28944820,2021/2/20 21:05,701000311,95
JH28944821,2021/2/20 21:09,701000010,38
JH28944822,2021/2/20 21:30,701000312,460
JH28944823,2021/2/22 09:50,701000010,60
JH28944824,2021/2/22 09:52,701000010,10
JH28944825,2021/2/22 10:55,701000313,698
JH28944826,2021/2/22 11:07,701000314,250
JH28944827,2021/2/22 11:51,701000316,1200
JH28944828,2021/2/22 11:52,701000317,80
JH28944829,2021/2/22 11:53,701000318,800
JH28944830,2021/2/22 11:59,701000319,110
JH28944831,2021/2/22 12:22,701000010,18
JH28944832,2021/2/22 12:27,701000010,114
2021022200200011,2021/2/22 12:28,701000010,5
JH28944833,2021/2/22 12:40,701000322,389
JH28944834,2021/2/22 12:50,701000010,40
JH28944835,2021/2/22 12:58,701000010,200
JH28944836,2021/2/22 13:12,701000010,37
JH28944837,2021/2/22 13:51,701000324,190
2021022200200017,2021/2/22 13:55,701000003,51
JH28944838,2021/2/22 13:59,701000325,40
JH28944839,2021/2/22 14:01,701000181,19
JH28944840,2021/2/22 14:02,701000010,90
2021022200200021,2021/2/22 14:07,701000326,165
JH28944841,2021/2/22 14:17,701000327,800
JH28944842,2021/2/22 14:21,701000292,80
2021022200200024,2021/2/22 14:35,701000010,5
JH28944843,2021/2/22 14:41,701000010,180
JH28944844,2021/2/22 15:01,701000243,50
JH28944845,2021/2/22 15:26,701000010,95
JH28944846,2021/2/22 15:28,701000329,95
JH28944847,2021/2/22 16:09,701000330,55
JH28944848,2021/2/22 16:35,701000331,38
JH28944849,2021/2/22 16:42,701000332,48
JH28944850,2021/2/22 16:50,701000205,174
JH28944851,2021/2/22 17:35,701000333,295
JH28944852,2021/2/22 17:42,701000334,160
JH28944853,2021/2/22 17:49,701000334,99
JH28944854,2021/2/22 17:51,701000334,100
JH28944855,2021/2/22 17:55,701000335,180
JH28944856,2021/2/22 17:57,701000335,35
JH28944857,2021/2/22 18:13,701000336,30
JH28944858,2021/2/22 18:14,701000010,28
JH28944859,2021/2/22 18:41,701000337,28
JH28944860,2021/2/22 18:53,701000338,279
JH28944861,2021/2/22 19:01,701000339,260
JH28944862,2021/2/22 19:01,701000340,450
JH28944863,2021/2/22 19:08,701000341,56
JH28944864,2021/2/22 19:11,701000342,88
JH28944865,2021/2/22 19:14,701000343,460
2021022200200048,2021/2/22 19:15,701000010,5
JH28944866,2021/2/22 19:18,701000010,55
JH28944867,2021/2/22 19:30,701000344,300
JH28944868,2021/2/22 19:43,701000344,699
JH28944869,2021/2/22 19:49,701000345,50
JH28944870,2021/2/22 19:51,701000346,154
JH28944871,2021/2/22 19:53,701000346,60
JH28944872,2021/2/22 19:54,701000347,60
JH28944873,2021/2/22 19:55,701000345,240
JH28944874,2021/2/22 19:56,701000347,145
JH28944875,2021/2/22 19:58,701000348,20
JH28944876,2021/2/22 19:59,701000349,100
JH28944877,2021/2/22 20:35,701000346,168
JH28944878,2021/2/22 20:37,701000193,100
2021022200200062,2021/2/22 21:16,701000010,10
JH28944879,2021/2/22 21:24,701000352,110
JH28944880,2021/2/22 21:32,701000353,380
JH28944881,2021/2/22 21:46,701000354,1523
JH28944882,2021/2/23 09:02,701000012,99
JH28944883,2021/2/23 09:42,701000355,190
JH28944884,2021/2/23 09:43,701000010,225
JH28944885,2021/2/23 10:00,701000010,240
JH28944886,2021/2/23 10:13,701000356,10
JH28944887,2021/2/23 10:17,701000357,115
JH28944888,2021/2/23 10:37,701000010,45
JH28944889,2021/2/23 10:43,701000358,160
JH28944890,2021/2/23 10:48,701000012,50
JH28944891,2021/2/23 10:56,701000359,95
JH28944892,2021/2/23 10:59,701000010,10
2021022300200012,2021/2/23 11:08,701000010,5
2021022300200013,2021/2/23 11:10,201000002,699
JH28944893,2021/2/23 11:28,701000360,70
JH28944894,2021/2/23 11:43,701000010,90
JH28944895,2021/2/23 11:49,701000010,10
JH28944896,2021/2/23 12:11,701000361,95
JH28944897,2021/2/23 12:32,701000362,55
JH28944898,2021/2/23 12:35,701000363,157
JH28944899,2021/2/23 12:39,701000010,30
JH28944900,2021/2/23 12:41,701000365,120
JH28944901,2021/2/23 12:42,701000366,140
2021022300200023,2021/2/23 13:00,701000003,125
2021022300200024,2021/2/23 13:05,701000003,125
JH28944902,2021/2/23 13:19,701000367,660
JH28944903,2021/2/23 13:59,701000202,350
JH28944904,2021/2/23 14:03,701000202,605
JH28944905,2021/2/23 14:08,701000369,150
JH28944906,2021/2/23 14:10,701000010,30
JH28944907,2021/2/23 14:13,701000370,109
JH28944908,2021/2/23 14:13,701000010,84
JH28944909,2021/2/23 14:18,701000371,150
JH28944910,2021/2/23 14:26,701000373,86
JH28944911,2021/2/23 14:59,701000374,67
JH28944912,2021/2/23 15:18,701000375,325
JH28944913,2021/2/23 15:22,701000376,260
JH28944914,2021/2/23 15:25,701000375,1500
JH28944915,2021/2/23 15:27,701000377,760
JH28944916,2021/2/23 15:34,701000242,160
JH28944917,2021/2/23 15:36,701000176,20
JH28944918,2021/2/23 15:36,701000176,480
2021022300200042,2021/2/23 15:39,701000176,-480
JH28944919,2021/2/23 15:49,701000010,56
JH28944920,2021/2/23 15:53,701000378,150
JH28944921,2021/2/23 16:02,701000379,68
JH28944922,2021/2/23 16:24,701000010,20
JH28944923,2021/2/23 16:32,701000380,60
JH28944924,2021/2/23 16:38,701000381,100
JH28944925,2021/2/23 16:47,701000383,850
JH28944926,2021/2/23 16:47,701000212,77
JH28944927,2021/2/23 17:06,701000384,120
JH28944928,2021/2/23 17:08,701000010,20
JH28944929,2021/2/23 17:16,701000384,560
JH28944930,2021/2/23 18:04,701000385,30
JH28944931,2021/2/23 18:05,701000385,100
JH28944932,2021/2/23 18:29,701000010,150
JH28944933,2021/2/23 18:51,701000386,391
JH28944934,2021/2/23 18:53,701000386,100
JH28944935,2021/2/23 18:56,701000115,105
JH28944936,2021/2/23 19:06,701000387,80
JH28944937,2021/2/23 19:11,701000388,100
JH28944938,2021/2/23 19:14,701000389,195
JH28944939,2021/2/23 19:28,701000390,20
2021022300200064,2021/2/23 19:29,201000002,1380
JH28944940,2021/2/23 19:49,701000391,89
JH28944941,2021/2/23 20:03,701000392,135
JH28944942,2021/2/23 20:41,701000393,180
JH28944943,2021/2/23 20:49,701000395,220
JH28944944,2021/2/23 20:51,701000395,150
2021022300200070,2021/2/23 20:58,701000010,15
JH28944945,2021/2/23 21:00,701000396,105
JH28944946,2021/2/23 21:32,701000397,2755
JH28944947,2021/2/23 21:37,701000397,1145
JH28944948,2021/2/24 09:10,701000165,335
JH28944949,2021/2/24 09:32,701000398,977
JH28944950,2021/2/24 10:04,701000399,988
JH28944951,2021/2/24 10:13,701000400,105
JH28944952,2021/2/24 10:34,701000401,64
JH28944953,2021/2/24 10:36,701000402,150
JH28944954,2021/2/24 10:58,701000403,350
2021022400200008,2021/2/24 11:31,701000010,5
JH28944955,2021/2/24 11:57,701000404,20
2021022400200010,2021/2/24 12:37,701000002,960
JH28944956,2021/2/24 12:43,701000010,45
JH28944957,2021/2/24 13:05,701000010,80
JH28944958,2021/2/24 13:07,701000010,105
JH28944959,2021/2/24 13:34,701000010,550
JH28944960,2021/2/24 13:42,701000010,10
